/sentences,,,,,,,,
/sentence/@id,/sentence/#id,/sentence/aspectCategories/aspectCategory/@category,/sentence/aspectCategories/aspectCategory/@polarity,/sentence/aspectTerms/aspectTerm/@from,/sentence/aspectTerms/aspectTerm/@polarity,/sentence/aspectTerms/aspectTerm/@term,/sentence/aspectTerms/aspectTerm/@to,/sentence/text
194,128,,,21,neutral,reservations,33,"I have tried to make reservations, but both times, the hostess didn't have my name."
194,128,,,55,negative,hostess,62,"I have tried to make reservations, but both times, the hostess didn't have my name."
148,129,food,positive,,,,,I also recommend the rice dishes or the different varieties of congee (rice porridge).
148,129,,,21,positive,rice dishes,32,I also recommend the rice dishes or the different varieties of congee (rice porridge).
148,129,,,63,positive,congee (rice porridge),85,I also recommend the rice dishes or the different varieties of congee (rice porridge).
2747,130,food,positive,,,,,Their tuna tartar appetizer is to die for.
2747,130,,,6,positive,tuna tartar appetizer,27,Their tuna tartar appetizer is to die for.
2845,131,anecdotes/miscellaneous,positive,,,,,This was one of the BEST restaurants I've ever been to.
187,132,anecdotes/miscellaneous,negative,,,,,This restaurant used to be pretty decent.
856,133,food,positive,,,,,"An oasis of refinement:  Food, though somewhat uneven, often reaches the pinnacles of new American fine cuisine - chef's passion (and kitchen's precise execution) is most evident in the fish dishes and soups."
856,133,,,25,conflict,Food,29,"An oasis of refinement:  Food, though somewhat uneven, often reaches the pinnacles of new American fine cuisine - chef's passion (and kitchen's precise execution) is most evident in the fish dishes and soups."
856,133,,,114,positive,chef,118,"An oasis of refinement:  Food, though somewhat uneven, often reaches the pinnacles of new American fine cuisine - chef's passion (and kitchen's precise execution) is most evident in the fish dishes and soups."
856,133,,,186,positive,fish dishes,197,"An oasis of refinement:  Food, though somewhat uneven, often reaches the pinnacles of new American fine cuisine - chef's passion (and kitchen's precise execution) is most evident in the fish dishes and soups."
856,133,,,202,positive,soups,207,"An oasis of refinement:  Food, though somewhat uneven, often reaches the pinnacles of new American fine cuisine - chef's passion (and kitchen's precise execution) is most evident in the fish dishes and soups."
856,133,,,134,positive,kitchen,141,"An oasis of refinement:  Food, though somewhat uneven, often reaches the pinnacles of new American fine cuisine - chef's passion (and kitchen's precise execution) is most evident in the fish dishes and soups."
856,133,,,104,positive,cuisine,111,"An oasis of refinement:  Food, though somewhat uneven, often reaches the pinnacles of new American fine cuisine - chef's passion (and kitchen's precise execution) is most evident in the fish dishes and soups."
2033,134,food,positive,,,,,"If you love wine and cheese and delicious french fare, you'll love Artisanal!"
2033,134,,,12,positive,wine,16,"If you love wine and cheese and delicious french fare, you'll love Artisanal!"
2033,134,,,42,positive,french fare,53,"If you love wine and cheese and delicious french fare, you'll love Artisanal!"
2033,134,,,21,positive,cheese,27,"If you love wine and cheese and delicious french fare, you'll love Artisanal!"
1402,135,food,positive,,,,,I love Indian food and consider myself to be quite an expert on it.
1402,135,,,7,positive,Indian food,18,I love Indian food and consider myself to be quite an expert on it.
439,136,food,neutral,,,,,Some baby pizzas get their wish.
439,136,,,5,neutral,baby pizzas,16,Some baby pizzas get their wish.
3360,137,food,positive,,,,,Plenty of choices to make your own creation.
2949,138,ambience,negative,,,,,It was tiny and I felt like I was eating in someone's living room.
570,139,anecdotes/miscellaneous,neutral,,,,,I was there on sat.
2053,140,anecdotes/miscellaneous,positive,,,,,Overall A oh ya even though there is waiting it is deff worth it
2053,140,service,negative,,,,,Overall A oh ya even though there is waiting it is deff worth it
2053,140,,,37,negative,waiting,44,Overall A oh ya even though there is waiting it is deff worth it
3316,141,food,positive,,,,,The lava cake dessert was incredible and I recommend it.
3316,141,,,4,positive,lava cake dessert,21,The lava cake dessert was incredible and I recommend it.
433,142,anecdotes/miscellaneous,positive,,,,,VT is what baby pizzas hope to be when they grow up.
433,142,,,11,neutral,baby pizzas,22,VT is what baby pizzas hope to be when they grow up.
738,143,food,negative,,,,,"From the terrible service, to the bland food, not to mention the unaccommodating managers, the overall experience was horrible."
738,143,service,negative,,,,,"From the terrible service, to the bland food, not to mention the unaccommodating managers, the overall experience was horrible."
738,143,,,18,negative,service,25,"From the terrible service, to the bland food, not to mention the unaccommodating managers, the overall experience was horrible."
738,143,,,40,negative,food,44,"From the terrible service, to the bland food, not to mention the unaccommodating managers, the overall experience was horrible."
738,143,,,81,negative,managers,89,"From the terrible service, to the bland food, not to mention the unaccommodating managers, the overall experience was horrible."
1549,144,food,positive,,,,,Lahore is a great place to duck into late-night when you need some really tasty food on the cheap -- you'll likely have trouble finishing the amount of food you get for FOUR DOLLARS.
1549,144,price,positive,,,,,Lahore is a great place to duck into late-night when you need some really tasty food on the cheap -- you'll likely have trouble finishing the amount of food you get for FOUR DOLLARS.
1549,144,,,80,positive,food,84,Lahore is a great place to duck into late-night when you need some really tasty food on the cheap -- you'll likely have trouble finishing the amount of food you get for FOUR DOLLARS.
1549,144,,,152,positive,food,156,Lahore is a great place to duck into late-night when you need some really tasty food on the cheap -- you'll likely have trouble finishing the amount of food you get for FOUR DOLLARS.
1798,145,anecdotes/miscellaneous,negative,,,,,The last time I went we were seated at a table in a corridor next to the kitchen.
1798,145,,,41,negative,table,46,The last time I went we were seated at a table in a corridor next to the kitchen.
2941,146,food,positive,,,,,good selection of wines ranging from affordable to high end.
2941,146,price,conflict,,,,,good selection of wines ranging from affordable to high end.
2941,146,,,5,positive,selection of wines,23,good selection of wines ranging from affordable to high end.
362,147,ambience,positive,,,,,"Nice restaurant overall, with classic upscale Italian decor."
362,147,,,46,positive,Italian decor,59,"Nice restaurant overall, with classic upscale Italian decor."
2921,148,food,negative,,,,,Not impressed with the food.
2921,148,,,23,negative,food,27,Not impressed with the food.
1909,149,anecdotes/miscellaneous,positive,,,,,The entire dining experience was wonderful!
1909,149,,,11,positive,dining experience,28,The entire dining experience was wonderful!
1878,150,food,positive,,,,,The wine selection (by the glass and bottle) is wonderful and I always recommend that friends make a reservation if they're going to be in town.
1878,150,anecdotes/miscellaneous,positive,,,,,The wine selection (by the glass and bottle) is wonderful and I always recommend that friends make a reservation if they're going to be in town.
1878,150,,,4,positive,wine selection,18,The wine selection (by the glass and bottle) is wonderful and I always recommend that friends make a reservation if they're going to be in town.
1878,150,,,101,neutral,reservation,112,The wine selection (by the glass and bottle) is wonderful and I always recommend that friends make a reservation if they're going to be in town.
858,151,service,positive,,,,,Service is highly refined: our seating was delayed 35 minutes past our reservation and the maitre d' apologized and regularly kept us apprised of progress.
858,151,,,0,positive,Service,7,Service is highly refined: our seating was delayed 35 minutes past our reservation and the maitre d' apologized and regularly kept us apprised of progress.
858,151,,,91,positive,maitre,97,Service is highly refined: our seating was delayed 35 minutes past our reservation and the maitre d' apologized and regularly kept us apprised of progress.
858,151,,,71,negative,reservation,82,Service is highly refined: our seating was delayed 35 minutes past our reservation and the maitre d' apologized and regularly kept us apprised of progress.
3376,152,food,positive,,,,,"Order the panang duck, it's fantastic."
3376,152,,,10,positive,panang duck,21,"Order the panang duck, it's fantastic."
173,153,food,conflict,,,,,"Food is usually very good, though ocasionally I wondered about freshmess of raw vegatables in side orders."
173,153,,,0,conflict,Food,4,"Food is usually very good, though ocasionally I wondered about freshmess of raw vegatables in side orders."
173,153,,,76,negative,raw vegatables,90,"Food is usually very good, though ocasionally I wondered about freshmess of raw vegatables in side orders."
1836,154,service,conflict,,,,,"Other than the crappy service from two individuals, it's great."
1836,154,,,22,negative,service,29,"Other than the crappy service from two individuals, it's great."
1703,155,anecdotes/miscellaneous,positive,,,,,What more can you ask for?
3564,156,anecdotes/miscellaneous,neutral,,,,,Wondering who had the best deals we noticed a line had formed to wait for this one particular establishment.
1404,157,food,positive,,,,,They have authentic Indian at amazin prices.
1404,157,price,positive,,,,,They have authentic Indian at amazin prices.
1404,157,,,20,positive,Indian,26,They have authentic Indian at amazin prices.
1404,157,,,37,positive,prices,43,They have authentic Indian at amazin prices.
645,158,service,positive,,,,,You are treated just like royality.
3288,159,ambience,conflict,,,,,"There's nice and quiet, small but enough for 6 (or more)."
1819,160,ambience,positive,,,,,Ambiance- relaxed and stylish.
